,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
39000,170000919422,2017,5300108,Brasília,53,DF,18,F,0,3,1,5300108,Brasília,53,DF,2,0,2,1,0,53012356,5300108,Brasília,53,DF,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300108,Brasília,53,DF,1,1,1,1,393,398,401,406,548.5,411.3,352.4,545.9,BAABCAAEEAAEAECAECAABAEDEECDEDEADBEAAEABADCAD,DBAEADEABCADAEADCCABEDEAAAAAAADAACBAEAAAAADBA,DEDAD99999DDBDDEEABEEDBDCEDEBABBCDDACCDCBEBCCEACAA,AEAECACABDADCAAAADABAACABABEBAAEAABDBDDAABABA,0,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,120,120,100,120,60,520,E,E,B,B,5,C,A,B,C,A,A,B,B,B,A,B,A,A,C,A,A,D,A,A,A,B,A,39000
40000,170002544192,2017,2304400,Fortaleza,23,CE,20,M,0,3,1,2304400,Fortaleza,23,CE,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,391,398,401,403,554.1,549.5,558.8,590,CEEDAADEBBEBCABBDBEDDBCCABEDEBABABCDABDCBEEAC,AACBBDDEACAACCDACADBCCCBEBCCEBCCECCABDACAACED,DEADE99999ECABBAEEDBABEEBADABBCDCDBBCEECEBCAAEEBEC,BBAAECADCADBECBADEAEDCBCACDDBAECBACDDEBCDCECD,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,120,120,160,160,160,720,F,E,D,C,3,C,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,40000
41000,170000926839,2017,1501402,Belém,15,PA,19,M,0,3,1,1501402,Belém,15,PA,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,1,1,1,1,393,396,400,406,433.4,399.8,498.8,394.3,DBCDEDDAEDDECEBBECBBBDEBBBDDBDEDCCEDDAABCBBDD,CCBCCEBEACCBDADBCABDCDDECCBDBCCBDECCBDDDBCBBD,CEDEC99999BEEBBBEECEEBDDCCBEACECDEDECBDADDDDEADBDC,BDBABBABCDDBDCCCCBDADCBDBBCBBBCBDCDBCBCCDDBCB,0,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,160,120,140,140,100,660,E,C,C,B,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,A,A,A,41000
42000,170002591551,2017,3550308,São Paulo,35,SP,22,F,0,3,1,2207702,Parnaíba,22,PI,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,394,395,399,405,454.1,361.9,439.4,459.2,EECBDADBAECDBDDCBDBBEBDDBDDCCCBCEEAEECBEEDCED,EBECDCDCDDDBBDABDDACEBECDCDCEEADCABEBDDEEDCCB,99999CDBBCBDBEBCDDDDCBEABECDCCDBBCCDCDEEEDCCEDAECC,CBABDCACECBCBCBBBCCDBADCDBDBCCCCCCBCDCCDEDEBB,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,120,120,120,120,20,500,C,E,B,A,4,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,D,B,A,B,A,A,42000
43000,170004258921,2017,2925303,Porto Seguro,29,BA,19,M,0,0,1,2925303,Porto Seguro,29,BA,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925303,Porto Seguro,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,D,D,D,5,E,A,C,C,A,A,B,B,B,A,B,A,A,C,B,A,C,A,B,B,A,A,43000
44000,170005924572,2017,1301902,Itacoatiara,13,AM,34,M,0,3,1,1301902,Itacoatiara,13,AM,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301902,Itacoatiara,13,AM,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,A,A,5,D,B,B,B,A,B,B,B,B,A,A,A,A,B,B,A,B,A,B,A,A,A,44000
45000,170000921850,2017,3146107,Ouro Preto,31,MG,19,M,0,4,1,3140001,Mariana,31,MG,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,392,398,401,404,529.5,376.1,431.4,522.3,DCBDDDAECEDAEEACEAEABCBBECBEABDDBADCBAABEAADC,ADEECDCAEAACCDEBDDDDAECCDBBBABEBADDAABBEDCCAE,BCDDB99999CDBCDACBBACBAECBABABADABEBCEDBEECAEABDBE,BBBCBEADBBCCDBEBBBDEABAEBABBCCEAEECBBCBECDBDA,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,80,100,40,460,C,E,B,B,3,B,A,C,C,A,A,B,A,A,A,B,A,A,B,A,A,C,B,B,B,A,A,45000
46000,170000860611,2017,3136702,Juiz de Fora,31,MG,29,F,0,1,1,3306305,Volta Redonda,33,RJ,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136702,Juiz de Fora,31,MG,1,1,1,1,393,398,401,406,419.4,419.7,477.3,423,CABCDADACDDEEBEDBCBCBDEADDCDBECDEAEACDABEBAEC,DABEDECADCABDACDAECBDCDBEBBCECADBEDECEDAADBDA,99999DCDBADAEDBEAADDDAEBEAABCBCECCDBACDAEECADACAEB,EECAADACCACDCABECACBDDBEEDDABCCADEEBBDCAADECB,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,120,120,80,100,140,560,F,F,E,E,4,E,A,C,D,B,A,B,A,B,A,B,A,A,C,A,B,C,B,B,B,A,D,46000
47000,170000921504,2017,3550308,São Paulo,35,SP,28,M,0,3,1,3550308,São Paulo,35,SP,1,10,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,392,396,400,404,521.5,568,537.1,418.9,ACEBCEAAEECAAADAAEDEDBAECAEBCECEBBCEBEDCAAECD,AEABECBAEAEBEBAAACCCABEEEBEEDBABABAEAACBBDAEA,BCEAB99999CBEBDBEAAEBAADCABDADDCEDCAABBACDCBEADBAE,AEACBBDEDABBEBEEAADCCDDDCCBEACBECDACEDCAABAED,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,140,120,140,140,100,640,B,B,B,F,6,H,A,B,C,B,A,B,B,B,A,B,A,A,C,B,B,E,B,A,B,A,A,47000
48000,170000902136,2017,1100023,Ariquemes,11,RO,18,F,0,3,1,1100023,Ariquemes,11,RO,2,0,2,1,0,11007885,1100023,Ariquemes,11,RO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100023,Ariquemes,11,RO,1,1,1,1,391,395,399,403,488,539.5,556.5,384.3,ADBBDEACBAECACBECDEBDDABEBDEECBBCAEACDBEDDADD,BDDEBACEDEBBBCEAABBEEDBDBADBACEBACADAAADEDACD,99999BBAEEBDBEEAAACECEAECADEDCBBBCDCDDBDEACAECDDAE,ABCBDACDBACEDAECDEBABDCDBEAECDABDADEECCECCAAD,1,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,160,120,120,120,120,640,B,E,C,B,3,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,48000
49000,170002591665,2017,3515350,Euclides da Cunha Paulista,35,SP,17,F,0,3,2,,,,,2,0,2,1,0,35908800,3515350,Euclides da Cunha Paulista,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544251,Rosana,35,SP,1,1,1,1,394,395,399,405,519.8,459.5,522.3,387.7,CEACDEDBDACADECEABBBECDBABDEDACCDAECCCBADECDA,EBDBCEADCDEABEEADEADEDBEBDABADEBDCDCEDBDEAEEA,99999DCBAEBEDEBADECECDBEEADCDBEBDEBCADEDBECCBDCDCE,DACDDABCEBADBCACBCCEBCCBEAACDBCBEDCACBDEADACA,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,80,100,80,80,80,420,E,E,C,B,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B,B,A,49000
50000,170000922540,2017,2933307,Vitória da Conquista,29,BA,20,M,0,1,1,2933307,Vitória da Conquista,29,BA,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933307,Vitória da Conquista,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,F,D,D,5,F,A,B,C,B,A,B,A,B,A,B,A,B,B,B,A,C,A,B,B,A,A,50000
51000,170000860682,2017,4309100,Gramado,43,RS,22,M,0,3,1,4128104,Umuarama,41,PR,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304408,Canela,43,RS,1,1,1,1,391,397,402,403,606.4,572.7,561.9,615.5,AAABADCCBBEEDDBDBAAEDBACADBBEDCDAADCAAEDBECDC,ACAECCDDECCABEABDABCBEACADCEDCBBDEAABCDBADACA,99999ADBECCDEADECEADEDBAAAEDEAADAABDCDDDACEADBBDAE,ECACEADDDCACABBECCABBCDDCCDEDCADDECABBBEDBEDD,1,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,120,120,140,140,120,640,C,D,C,B,3,I,A,C,D,C,A,C,B,B,A,B,A,B,C,B,A,D,A,B,B,A,A,51000
52000,170005916717,2017,5208707,Goiânia,52,GO,24,F,0,1,1,5208707,Goiânia,52,GO,1,7,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208707,Goiânia,52,GO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,D,D,B,4,D,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,A,A,A,52000
53000,170005933802,2017,5211800,Jaraguá,52,GO,19,F,0,2,1,5205406,Ceres,52,GO,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5211800,Jaraguá,52,GO,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,B,C,C,4,B,A,B,C,A,B,B,A,A,A,B,A,A,B,B,A,C,A,B,B,A,A,53000
54000,170005937511,2017,3122306,Divinópolis,31,MG,25,F,0,1,4,,,,,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122306,Divinópolis,31,MG,1,1,1,1,394,398,401,405,532.2,598.6,632.7,581.7,BEBEABDCDBADCCEBDDDBEBEACBEBDBACECBDCAEAADCBE,CEEAAABBBDDECDCECADDCCDAECCACECDDEEABEACDCBED,DEDCD99999BCABBADDDCBDEABBCABBADADBBCEDBEBCAABDDEC,CBBBEBDCECCABCDDADBEDADAAEBCBAEDBCEDEBEABBDBE,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,120,120,80,100,40,460,C,E,C,D,2,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,B,B,B,A,A,54000
55000,170004230967,2017,3304557,Rio de Janeiro,33,RJ,22,M,0,3,1,3304557,Rio de Janeiro,33,RJ,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,392,396,400,404,539.2,437.9,578.3,480.3,ECBBBCADEADCECDDDBBCAEBEDBDAEBDAEBDCDEEDCBDBD,DAADAEBDCBDBEEDACCBDEBCBDBACBEDACCBBADCEAECBD,BDEED99999CEEBDCEDAEDAADCDBEAEEDDEDAACABEACBEABBDE,AABACEADCBCDADCBCAEBDEBBDCADADBCEBCDABBACADDA,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,140,120,140,120,160,680,B,E,B,B,3,C,A,B,C,B,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B,A,D,55000
0,170004188380,2017,2516102,Soledade,25,PB,22,F,0,3,2,,,,,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516102,Soledade,25,PB,1,1,1,1,393,395,399,406,530.7,608,554,406,AAEDEDBEDBEABBABECABBAEDDAADADAEECDAABCEBBDAD,ADEBABDBEABCBBDAABAACDBEDAEEBEBBACCAAEBDDCEEE,99999BDBEBBAAECABDBCCEDEBADEECDBBCAEADBDEABCEECDCA,EECEAECBAECAAEADEAAAACCEA*CCBCCBCDAACBBECBBEA,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,140,40,40,120,60,400,E,C,D,A,4,D,A,B,D,B,A,B,A,A,A,B,A,B,B,B,A,D,A,B,A,A,A,0
1000,170000932429,2017,3550308,São Paulo,35,SP,18,M,0,3,1,3550308,São Paulo,35,SP,2,0,2,1,0,35002914,3550308,São Paulo,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,0,1,1,0,,398,401,,,408.7,478.7,,,CBCBCADCEBABBAEDDADACDABADEBEAECBDEACDBBECCED,99999CCCCBDACCBADEBACDEBAACEDBDBDABBDDEAEDADCBDABA,,1,,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,,1,80,120,100,80,20,400,E,E,B,B,3,C,A,B,C,A,A,B,B,B,A,B,B,A,B,B,A,C,A,A,B,B,A,1000
2000,170000899911,2017,2301109,Aracati,23,CE,29,M,1,2,1,2301109,Aracati,23,CE,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301109,Aracati,23,CE,1,1,1,1,392,395,399,404,520.4,625.6,602.4,616.8,ECEBBEAEDAACBCBDADDEBBBCDAEAECBBDECEDACBACBDB,EDEECADBEDBDBBDBABBECDBDDAEDBEBBAAADDCBACECDC,DDBDE99999BDBEEAADCDDDAEBADEEAABBCCEABBACAABAEEDCB,CDCCBBAAEDCBEDEDEADDDAABCCEBCDDBDAAEACDABEECC,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,140,120,120,140,80,600,B,B,A,A,3,A,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B,A,A,2000
3000,170002603596,2017,5102694,Canabrava do Norte,51,MT,17,M,0,3,1,1504208,Marabá,15,PA,2,0,2,1,0,51198819,5103353,Confresa,51,MT,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103353,Confresa,51,MT,1,1,1,1,393,398,401,406,542.9,495.6,434.6,413.9,EADDCCAACAADBEBADEECDBADBDEDACDBCBBDADBBAEBAB,EDBCACADBCCABBADCEBEACCDBBEBDCAEBCAEDACDEDACB,99999BC*CEDBEDBBEBDECBEACABEDBDBEAADABEACBADCEABBE,DEECBCBBDCBECACBEADCADCDEBADBDBCDBEACAECEBBCE,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,120,120,100,120,60,520,C,E,A,B,5,B,A,C,C,B,B,B,B,B,A,A,A,A,B,A,A,E,B,B,B,B,A,3000
4000,170005898806,2017,3106200,Belo Horizonte,31,MG,21,M,0,3,1,3106200,Belo Horizonte,31,MG,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106200,Belo Horizonte,31,MG,1,1,1,1,391,397,402,403,409,516.7,552,575.7,ABDEDCEBAAEDCBEDCDCEBDDACCACDCECABCEAEDBCADEA,DCCBACDCBCAEBCDAEBADBEABDDACABBABEDCDBDCABCEA,DDEDC99999BCEADEDEADCEBAACBECACBAAEBADDBAEDEDBCDEE,BDCADBBCACBDDCBDCAABEBCDCEBAEEDBDADACEDABCECA,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,100,120,120,100,40,480,E,B,B,B,7,F,A,B,D,A,A,B,B,B,B,B,A,A,C,A,A,D,B,B,B,A,A,4000
5000,170005940068,2017,4318507,São José do Norte,43,RS,27,F,0,3,1,4318507,São José do Norte,43,RS,1,10,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4318507,São José do Norte,43,RS,1,1,1,1,394,398,401,405,529,610.3,563,554.2,DECCDAEEAABCEACBCCDBBDAECAAEEEABECCEDBBAEAADD,DABBDABEBEDBADDECCBDDCCEECEBEABEADBEEDAECDBBA,99999CEDDBECAAEEADDBBDBBAAEADBECCBBBAEDAEBCABCDDEA,AAAECDAAEBACECAECCAEEBCACBDEEDCDBAEBECAABEDAB,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,140,120,120,160,80,620,B,B,B,B,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,B,A,A,A,5000
