,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
20000,180008460328,2018,5004304,Iguatemi,50,MS,43,M,2,3,1,4128104,Umuarama,41,PR,1,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5004601,Itaquiraí,50,MS,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,A,D,A,A,1,C,A,B,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,20000
21000,180008402467,2018,3124104,Esmeraldas,31,MG,30,F,1,2,1,3106200,Belo Horizonte,31,MG,1,6,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124104,Esmeraldas,31,MG,1,1,1,1,449,452,456,462,442.7,626.4,512.1,452.8,EEBDABBCBCEACEEEBDEEDEDADBAACBAAEDEDAAACEABEA,AACBACCABBAEDACEBEABBCABBCECEECAABEDEEAAABEBE,99999EBBDEADBBBACAAADAADBBAAAACBABABBEBBBDBBCCABAC,CADBABCBCAADEDADADADBECEDCEDAEADDAEDEDAAEEBCC,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,80,120,100,100,20,420,H,H,F,B,3,F,A,B,C,A,A,B,B,B,A,B,A,A,B,B,B,C,A,B,B,A,A,21000
22000,180007545865,2018,3550308,São Paulo,35,SP,19,F,0,3,1,3550308,São Paulo,35,SP,1,2,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,B,B,3,C,A,B,B,A,A,B,B,B,A,B,A,A,B,A,A,C,B,A,B,A,A,22000
23000,180008416153,2018,2705507,Murici,27,AL,24,F,0,3,1,2701100,Branquinha,27,AL,1,6,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709301,União dos Palmares,27,AL,1,1,1,1,448,454,457,460,446.7,447.6,390.1,476.6,DDDBCECEACACBCCCAEEDBBDEDAADCBDBAECBBCBDEDCCC,CCDCACDBBBDADBECEBADECADDABDEDDDEBDECECEECCCE,DBABD99999BAEDCEDAEDDBACBCCEADDCAAECADBCCEBBBBCBAE,CAEDABCDBDADDABCDAEDECADABEBCABECDBCDEDBDAEAD,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,120,40,40,120,40,360,H,H,C,F,5,B,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B,A,A,23000
24000,180008909184,2018,3304904,São Gonçalo,33,RJ,24,M,0,3,1,2207702,Parnaíba,22,PI,1,6,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303302,Niterói,33,RJ,1,1,1,1,448,452,456,460,528.3,622.4,479.5,560.3,BCEEEAEABBBADEEAABDCBDEBDAAECBEBADECCBDADEBDA,EACCAECAEEDEAADABDEDBAEEDCACCECABAEDEEDBCCEAB,99999CBEDADCECBABAEABBCBDDCECCBCEAAACEEEDECCCAEDCA,DDBADACBCBABDACCBDCAEADBDBDBEDDEBACDDBECDBAAC,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,160,120,120,120,0,520,B,B,C,B,1,C,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,B,B,A,A,24000
25000,180007830718,2018,4322202,Tupanciretã,43,RS,21,M,0,1,1,4322202,Tupanciretã,43,RS,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4311205,Júlio de Castilhos,43,RS,1,1,1,1,450,451,455,461,475.1,637.5,591.5,649.8,BBACAAACEAECDBACDEBDBCCDCADBCBDACABECADABBADA,EAACDECBEBBEBDEABEAEAECDAEBEDBEAAEBABCCAABADC,99999BEADDCACBDDCBADDBDDCBBAEBACAAEDBCACBACDAACADA,BABDDEACABBDCBCDCDBDCABCBBADCAAEBABDADABCDDED,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,120,120,120,80,560,E,H,F,F,5,D,A,C,D,A,A,C,B,B,B,B,A,A,D,B,A,E,A,A,B,A,A,25000
26000,180008415932,2018,3157807,Santa Luzia,31,MG,38,F,,3,1,3157807,Santa Luzia,31,MG,1,6,1,3,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3157807,Santa Luzia,31,MG,1,1,1,1,447,453,458,459,480,648.5,615.9,517.7,ACDDCABAEECBADECACAECAABCDAAACACDEABBACBBBBCC,ECBDBEEEEAECBDABCCCAEEADBCCEEDEEADACAABBAEBEE,99999DBCEBECDADCBBBBCBADBBECEBBDEBCDBBAACAEDBAABAE,ACDCDEDDDCCCAAEBCCCBABCACAECACCEBCDABDDCDEABD,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,120,120,140,120,60,560,D,B,B,B,6,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,26000
27000,180008632476,2018,2601102,Araripina,26,PE,20,M,0,1,1,2601102,Araripina,26,PE,2,0,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601102,Araripina,26,PE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,F,E,E,5,M,D,E,E,C,A,C,A,B,A,B,A,B,E,A,B,A,B,C,B,B,B,27000
28000,180008865431,2018,2609600,Olinda,26,PE,18,F,0,3,1,2609600,Olinda,26,PE,2,0,2,1,0,26113724,2609600,Olinda,26,PE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609600,Olinda,26,PE,1,1,1,1,448,452,456,460,475.6,432.9,507.7,420.5,ECBBADCBEBDBDBAECECCBCEDDECBCDDEEABCDCBEAEDDA,EEBCBBBBDABCDAEBCADEBCDAEBDCEAABDCEABCEACDACB,CBBEC99999ABEDDCAACABBCCBBBAEAABBBAABCADABCEADDBDB,DCDEBBDDBEABDDEBCECABACBDEABCDEACBDEABACDAEBC,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,80,40,40,100,40,300,C,E,F,B,6,C,A,B,D,A,A,B,A,B,A,B,A,A,C,A,A,D,B,A,B,B,A,28000
29000,180007354119,2018,3549409,São Joaquim da Barra,35,SP,18,F,0,1,1,3549409,São Joaquim da Barra,35,SP,1,1,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549409,São Joaquim da Barra,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,D,B,4,I,A,C,C,B,A,B,A,B,A,B,A,B,B,B,B,D,B,B,B,A,A,29000
30000,180008379214,2018,3140704,Mateus Leme,31,MG,22,M,0,3,1,3140704,Mateus Leme,31,MG,1,5,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140704,Mateus Leme,31,MG,0,1,1,0,,454,457,,,0,522,,,.............................................,EDBAA99999BCEDBBBABAEAEABCAADEADCADAEDCBBEDDCA....,,0,,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,,4,0,0,0,0,0,0,B,C,C,F,5,D,A,B,D,B,A,B,A,A,A,A,A,A,B,A,A,D,B,B,B,A,A,30000
31000,180008642565,2018,2910800,Feira de Santana,29,BA,17,F,0,3,1,2910800,Feira de Santana,29,BA,2,0,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910800,Feira de Santana,29,BA,1,1,1,1,450,452,456,461,471.3,480.4,432.8,487,DCADAAEEEAABEBCCBAEBAACBCACBEBAEABCEBABADACAE,EABBCEABAECDAABABAACBBCECDAEBEAADABDBADBDACAD,ADCCE99999DBDEAEBEEAAAADDADABAAEBBCACCDBAABDAAABAD,DCBCACACBBEDBADABCDEEDCBABCDECCBDBBDCCADCEDAE,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,100,40,40,120,40,340,B,D,C,B,2,B,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B,B,A,31000
32000,180007193834,2018,2609907,Ouricuri,26,PE,19,F,0,3,1,2609907,Ouricuri,26,PE,1,1,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609907,Ouricuri,26,PE,1,1,1,1,449,451,455,462,456.4,495.5,443.4,391.6,BDCBDBADADCCBADAADEDCEBCBEADBCECABADCEACACBCD,EBACBEBADDEBEDCEAEECBBDDEBDDAEECECABECBCECBDE,CCEAB99999DABDABAAAEAADCCACBBDADBCCDCCAEBBCACBEDAB,DECACDCBDDCEBDADBCEADCBADADBCBCEDBAECCCDADACB,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,100,40,40,80,20,280,B,B,A,A,7,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,32000
33000,180009300043,2018,2408102,Natal,24,RN,53,F,1,1,1,2414209,Tibau do Sul,24,RN,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408102,Natal,24,RN,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,E,D,D,5,I,C,C,D,B,A,B,B,B,A,B,A,A,C,A,B,D,B,B,B,A,B,33000
34000,180009303392,2018,3204351,Rio Bananal,32,ES,17,M,0,1,1,3204351,Rio Bananal,32,ES,2,0,2,1,0,32025149,3204351,Rio Bananal,32,ES,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3203205,Linhares,32,ES,1,1,1,1,449,454,457,462,393.9,530.5,466,546.8,BCBCDDBBACDDBBDABCEDCEACCDEADEBEDADDBCADBDBED,CBEADBCADBEBACDBCEDCECCDDAEDCBABDBEADDBEADBEA,CBDDA99999ACACEAABECCBBDBBDEBDEDACADAACCABCBABAEAE,BBEADEBDDDDBBDADACDBDEBAECDBEEEADEEBBEABCDECE,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,100,60,60,100,40,360,E,E,C,B,4,H,D,B,C,B,B,B,B,B,B,B,A,B,C,B,B,D,A,B,B,B,A,34000
35000,180008421735,2018,3304557,Rio de Janeiro,33,RJ,19,M,0,3,1,3304557,Rio de Janeiro,33,RJ,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,G,G,E,E,4,L,A,E,D,C,A,B,B,B,A,B,A,A,C,A,B,D,B,B,B,A,D,35000
36000,180008344135,2018,2611606,Recife,26,PE,26,M,0,1,1,2611606,Recife,26,PE,1,4,1,3,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,0,1,1,0,,453,458,,,507.9,366.5,,,AADBEBADACDDADABBACDEAADECABABECADBCABCBDBCBC,DCEAB99999BDEEDBBDBDCBBCDDBEADCAEDCDEBABAAACCBBBDD,,0,,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,,9,0,0,0,0,0,0,B,E,A,A,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,A,36000
37000,180008390900,2018,3157658,Santa Helena de Minas,31,MG,24,F,0,3,1,3138906,Machacalis,31,MG,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138906,Machacalis,31,MG,1,1,1,1,449,452,456,462,524.2,610.1,496.4,466.7,BECEA*CBBDBCCADEDDCEDDBBCAAECAAACDAAEDEBBCBDE,BEDCAEEAABABDEEECBEBDABEDCEBEECACAEDCDADBBDCE,DECAE99999ADEADEEBAABBBADDBBCAECBECADCCCACDEACCDCB,BDE*EEDEDAEECABDADACDDABECEEAABDCCBCECABBDEBC,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,120,60,60,100,40,380,B,E,A,B,3,A,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,C,A,A,A,D,A,37000
38000,180008399303,2018,2800308,Aracaju,28,SE,17,F,0,3,1,2800308,Aracaju,28,SE,1,1,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800308,Aracaju,28,SE,1,1,1,1,447,451,455,459,478.8,559,546.3,621.4,CBBBBACBEDCDBDDABCBDDCABDEBAEADEEEBBEDECBAACB,AEEBCBCADBAADEEABDDCEAEDDEDDDEEDEDEBEDEDDDCEE,99999BBCDBBAEBDCCBECECDECDBEBEEAAAAABDBBBEDABEACEB,BEDACDBABCCDBAEEADDACDAABDEACEEAACCAECDADDBAA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,140,120,120,160,160,700,E,D,B,B,4,C,A,D,C,A,A,B,B,B,A,A,A,A,C,A,A,D,B,A,B,A,B,38000
39000,180008184623,2018,4217253,São Pedro de Alcântara,42,SC,19,M,0,1,1,4216602,São José,42,SC,2,0,2,1,0,42003288,4217253,São Pedro de Alcântara,42,SC,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202305,Biguaçu,42,SC,1,1,1,1,450,454,457,461,381.4,588.7,416,474.4,BAEECECACBCDBBCECADDAEABCCDCEBACDAEAECACDBEAB,CBDBDCCADBBEBAEDCECDEEAEEDEECEEEEAEEBCDDEDBAE,99999EDEEEECAABCEBADCABEEDDCEACEDDAADEEAAACECAADDD,BAEACBCDABEECBCECDACCECDEDADAAADBABEECEDAEDBE,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,40,40,120,40,360,D,D,C,D,4,E,A,C,D,B,A,C,B,B,A,B,A,A,C,B,A,B,B,B,B,B,A,39000
40000,180009252226,2018,3121605,Diamantina,31,MG,24,M,0,3,1,3133303,Itaobim,31,MG,1,7,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121605,Diamantina,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,F,C,D,2,D,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,C,A,A,B,A,A,40000
41000,180008939944,2018,3118304,Conselheiro Lafaiete,31,MG,36,M,0,0,1,3118304,Conselheiro Lafaiete,31,MG,1,12,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118304,Conselheiro Lafaiete,31,MG,1,1,1,1,450,453,458,461,674.9,684.2,688,784.1,ABEDEAEE.CECABDCBEBBBADDDDDDDEBECACBCACEEDECA,ECCCBEBEDBECBDABEADADCBACADAEEEECDACAABEEEBCE,BCDEB99999ACDEADAEACABADBBECECBDEBCDBDADACEDACABAC,EBBAEECEDDA.EADBB*AECEB..CADAECAAACBAD.CCDDEA,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,160,200,160,160,140,820,E,E,C,F,1,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,41000
42000,180007539251,2018,2304400,Fortaleza,23,CE,16,F,0,3,1,2304400,Fortaleza,23,CE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,448,453,458,460,572.6,624.1,568.2,461.1,ACAECDECBEBCCCABAADDEAADBADCDCBDBCBEBCEEDECCE,ECCAAEBEDABDBAABACCDACBCEECBAAEECEDCBEBDAACBA,EDABB99999DBECDABBACCBADDDECEABDCCEDCEABAAEDECACBD,CABBBCBCDEAADCBABDADBDDDBCAEBDDCCDBBAEACECCCC,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,140,120,120,120,120,620,C,E,A,B,7,B,A,C,C,B,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B,C,A,42000
43000,180007721301,2018,3300456,Belford Roxo,33,RJ,25,F,0,3,1,3301702,Duque de Caxias,33,RJ,1,3,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301702,Duque de Caxias,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,A,A,A,3,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,C,43000
44000,180008423156,2018,3550308,São Paulo,35,SP,22,F,0,3,1,3550308,São Paulo,35,SP,1,3,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,450,452,456,461,479.9,491.8,455.4,477.7,DBCBEACEAACDEBCBEECBCADEAAEBDBBDADAEEBCEDAECD,AEDCDABEEDABEADCADEBEAACDCEAEACDBABECBABBEACB,99999DDAEEDCDEAAEAAEECCAEBAECBBBABACCAEBCCCADDBCEC,CAEDADCCDBACEDECDABCBCDCDDCCAABEBACCEACCEABBA,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,100,120,80,80,80,460,B,B,C,B,4,B,A,C,C,A,B,B,B,B,B,A,A,A,B,A,A,B,B,B,B,A,A,44000
